variable,panel,T_K,w_m_s,continuation_value,digitized_value,signed_relative_error,absolute_error
n,number_concentration,230.0,0.045803826026508,15336.372551801915,15354.469561408145,-0.0011786150953540639,18.09700960623013
n,number_concentration,230.0,0.0475389178931847,15914.063254692792,15789.943165317532,0.007860705265101143,124.12008937525934
n,number_concentration,230.0,0.0490783593848153,16426.516265910734,16237.76739188721,0.011624065640811407,188.74887402352397
n,number_concentration,230.0,0.0506676522447811,16955.471563049035,16698.292521544572,0.015401517321165879,257.1790415044634
n,number_concentration,230.0,0.0523084107981076,17501.46060055757,17332.707047636723,0.009736133683968098,168.75355292084714
n,number_concentration,230.0,0.0542899024333708,18160.709471842623,17991.224744181596,0.009420410787533456,169.48472766102714
n,number_concentration,230.0,0.0560479594545739,18745.510435077384,18501.480305062985,0.01318976244012317,244.0301300143983
n,number_concentration,230.0,0.0578629472189035,19349.143610692197,19026.207406437723,0.01697323052124437,322.93620425447443
n,number_concentration,230.0,0.059736709301098,19972.215525215324,19934.031568734757,0.0019155160033184617,38.18395648056685
n,number_concentration,230.0,0.061999591846988,20724.537297993564,20499.387768957997,0.010983231868832126,225.14952903556696
n,number_concentration,230.0,0.0640073099100678,21391.900798653376,21080.778238617757,0.014758589863901495,311.12256003561924
n,number_concentration,230.0,0.0660800434305197,22080.75540320189,21983.92648862289,0.004404532312692697,96.82891457900041
n,number_concentration,230.0,0.0682198977884642,22791.793135539465,22397.648728742548,0.01759757961964631,394.1444067969169
n,number_concentration,230.0,0.0708041314664494,23650.328549509093,23140.48566993743,0.022032505576752796,509.8428795716645
n,number_concentration,230.0,0.0730969648456868,24411.911351284067,24471.69028802865,-0.002442779229427698,59.778936744583916
n,number_concentration,230.0,0.0754640465038884,25198.01943915799,24932.230516395783,0.010660455051842262,265.7889227622072
n,number_concentration,230.0,0.0779077808054444,26009.4426326124,25759.12900374455,0.009717472544644777,250.31362886785064
n,number_concentration,230.0,0.0804306499747057,26846.99636967402,26613.452277974247,0.008775415126922762,233.54409169977225
n,number_concentration,230.0,0.0834774383919411,27858.29242744686,27624.57127069893,0.008460625667549711,233.72115674793167
n,number_concentration,230.0,0.0861806684604996,28755.385028067743,28674.105483169315,0.0028345974016918186,81.27954489842887
n,number_concentration,230.0,0.0889714365865779,29681.367099263938,29487.342046223053,0.00657994378526012,194.0250530408848
n,number_concentration,230.0,0.0918525774943097,30637.168847235247,30323.643102356764,0.010339316546504135,313.52574487848324
n,number_concentration,230.0,0.095332039232974,31791.24253558922,31918.94901183952,-0.0040009611908879,127.7064762502996
n,number_concentration,230.0,0.0984191540260945,32814.989546679695,32368.41677956521,0.01379655885413632,446.57276711448503
n,number_concentration,230.0,0.1088701076528799,36279.45995511116,36199.65682727857,0.0022045271924359985,79.80312783258705
n,number_concentration,230.0,0.1123956225014869,37447.743440120605,36880.90924694498,0.015369311786221099,566.8341931756222
n,number_concentration,230.0,0.1160353032604223,38653.64985178192,38104.09575840816,0.01442244153641912,549.5540933737575
n,number_concentration,230.0,0.1197928469372556,39898.39105791512,39367.85028384856,0.013476498468706744,530.5407740665614
n,number_concentration,230.0,0.1243307122738017,41401.34249586594,41054.45808778567,0.008449372473472494,346.88440808026644
n,number_concentration,230.0,0.1283568842112516,42734.56956710228,42022.48989021037,0.0169452043120795,712.0796768919099
n,number_concentration,230.0,0.1325134347186739,44110.73186071213,43416.201267216566,0.015997037355269476,694.5305934955613
n,number_concentration,230.0,0.1368045858143461,45531.211817632815,44856.13625942202,0.015049792837852734,675.0755582107959
n,number_concentration,230.0,0.1412346962371609,46997.43669011272,46777.87465570541,0.004693715480306261,219.56203440731042
n,number_concentration,230.0,0.1465847989249109,48767.81715012123,48104.55869243312,0.01378785037669281,663.2584576881054
n,number_concentration,230.0,0.1513316196669052,50338.27363825677,49932.18452701202,0.008132812835878753,406.0891112447498
n,number_concentration,230.0,0.1562321555780159,51959.305063533735,52071.3923192506,-0.002152568823772819,112.08725571686227
n,number_concentration,230.0,0.1612913843800699,53632.54039638686,53548.20770405795,0.0015748929038854672,84.33269232890598
n,number_concentration,230.0,0.167401253215938,55652.874118458654,55324.17924906681,0.005941251616442011,328.6948693918457
n,number_concentration,230.0,0.1728221682550773,57445.05754280758,56628.679842927406,0.014416329360751249,816.3776998801768
n,number_concentration,230.0,0.1784186274989165,59294.956965693375,59330.68359712804,-0.0006021611292608268,35.72663143466343
n,number_concentration,230.0,0.1841963155537594,61204.43101180394,60447.24588814256,0.012526379201172355,757.1851236613802
n,number_concentration,230.0,0.1911738446537124,63510.00924992337,62743.804701220215,0.012211636708225577,766.2045487031573
n,number_concentration,230.0,0.1973645818773852,65555.22617067228,65127.61616418164,0.006565724828813993,427.610006490635
n,number_concentration,230.0,0.2037557922747915,67666.30796086714,66974.72378399334,0.010326047466866722,691.5841768738028
n,number_concentration,230.0,0.2103539677211208,69845.37576669137,68874.21788376715,0.014100456059815546,971.1578829242208
n,number_concentration,230.0,0.21832237320552,72476.47355310433,72160.51019723357,0.004378618651768769,315.96335587075737
n,number_concentration,230.0,0.2253922547837882,74810.4503238582,74207.08024055911,0.008130896423132751,603.3700832990871
n,number_concentration,230.0,0.2326910786587019,77219.59159491386,77026.41338990674,0.0025079475533834614,193.1782050071197
n,number_concentration,230.0,0.2402262586142986,79706.318297085,78475.99703514607,0.01567767608467503,1230.3212619389378
n,number_concentration,230.0,0.2480054485134242,82273.12926683147,81838.08635592191,0.005315897894013701,435.04291090955667
n,number_concentration,230.0,0.257400127384969,85372.4046516859,84159.12559859523,0.014416488342304211,1213.279053090664
n,number_concentration,230.0,0.2657354545991424,88121.6900043961,86143.53152765396,0.02296351730259761,1978.1584767421446
n,number_concentration,230.0,0.2743407027355516,90959.51550306698,90253.81886321296,0.007819022493924223,705.6966398540244
n,number_concentration,230.0,0.2832246125793375,93888.7323922104,93247.16301051492,0.006880309930964094,641.5693816954736
n,number_concentration,230.0,0.2939534264003636,97425.59284582754,96339.7839451823,0.011270617975052544,1085.80890064525
n,number_concentration,230.0,0.3034724504182109,100563.04893209005,99072.11102080502,0.01504901728572165,1490.9379112850293
n,number_concentration,230.0,0.3132997267308585,103801.54632715041,102836.13577250436,0.009387853281279883,965.4105546460487
n,number_concentration,230.0,0.3234452373991852,107144.3392300625,106246.7830894041,0.008447842979896439,897.556140658402
n,number_concentration,230.0,0.3356976461914519,111180.57015723204,109770.54740581878,0.01284518283579693,1410.0227514132566
n,number_concentration,230.0,0.3465684633680443,114761.00474276963,112883.78916846884,0.016629629357136615,1877.2155743007897
n,number_concentration,230.0,0.3577913076363589,118456.74746583427,118269.97198197636,0.0015792299662197988,186.77548385791306
n,number_concentration,230.0,0.3693775786061308,122271.5124175253,121058.6848156867,0.010018509648317587,1212.827601838595
n,number_concentration,230.0,0.3833699475405802,126877.62230905805,125073.6983656652,0.014422888000952021,1803.923943392845
n,number_concentration,230.0,0.3957845255335894,130963.58275482683,129825.59566132394,0.008765506429653175,1137.9870935028885
n,number_concentration,230.0,0.4086011218583257,135181.13286035907,134131.3712156169,0.007826369291749527,1049.7616447421606
n,number_concentration,230.0,0.4218327549789797,139534.51012007607,137294.0833566933,0.01631845093835608,2240.4267633827694
n,number_concentration,230.0,0.435492864933577,144028.08904390733,142510.26703029964,0.010650615181887039,1517.8220136076852
n,number_concentration,230.0,0.4519897428909923,149453.83019867155,148615.72940077327,0.005639381519557517,838.1007978982816
n,number_concentration,230.0,0.46662641942539,154266.86489873263,153544.69561408175,0.004703316397630414,722.1692846508813
n,number_concentration,230.0,0.4817370719810185,159234.90525888288,156434.300228654,0.017902755509088108,2800.6050302288786
n,number_concentration,230.0,0.4973370492108432,164362.94449153598,160870.9893779057,0.02170655583790341,3491.955113630276
n,number_concentration,230.0,0.5161766428418063,170554.76034072516,169334.30096459878,0.007207396074948412,1220.4593761263823
n,number_concentration,230.0,0.5328918685183078,176047.36109272882,174136.85164937595,0.01097131035307608,1910.509443352872
n,number_concentration,230.0,0.5501483793794274,181716.85520821525,178242.86152558096,0.019490226160533843,3473.993682634289
n,number_concentration,230.0,0.5679637037347897,187568.9387756042,185879.1891146564,0.00909058011817306,1689.7496609478258
n,number_concentration,230.0,0.5894787012449861,194634.9981508547,192941.25594097484,0.008778538325665356,1693.742209879856
n,number_concentration,230.0,0.6085676500756693,200903.12013262135,197490.65886699216,0.01727910213681267,3412.4612656291865
n,number_concentration,230.0,0.6282747518043126,207373.1115226946,204040.60340465495,0.016332573333115517,3332.5081180396664
n,number_concentration,230.0,0.6486200239294513,214051.47391671006,210807.7823861775,0.015386962918619644,3243.691530532553
n,number_concentration,230.0,0.6696241321715233,220944.91921270615,220866.35025323863,0.0003557307818843192,78.56895946752047
n,number_concentration,230.0,0.6949901220080238,229268.36637529326,229257.67653673884,4.662805065419936e-05,10.689838554419111
n,number_concentration,230.0,0.7174958221271664,236651.88518764952,233572.1469090121,0.013185383271906635,3079.7382786374073
n,number_concentration,230.0,0.7407303189900518,244273.19829610764,244716.9028802865,-0.0018131341928429058,443.704584178864
n,number_concentration,230.0,0.7647172130486036,252139.9635574813,251657.4065042391,0.0019175158003309962,482.5570532421989
n,number_concentration,230.0,0.7936854179295757,261638.6403368115,260003.8369863257,0.006287612403857647,1634.803350485803
n,number_concentration,230.0,0.819387144384694,270064.6788942712,268627.0838862559,0.005351638365042896,1437.5950080152834
n,number_concentration,230.0,0.8459211637456046,278762.08738814923,278832.97313507134,-0.00025422297128314486,70.88574692211114
n,number_concentration,230.0,0.8733144279558762,287739.6057758446,286741.0548316931,0.0034824135830064076,998.5509441514732
n,number_concentration,230.0,0.9063963971372432,298579.45810186217,297635.14416313195,0.0031727232393384606,944.3139387302217
n,number_concentration,230.0,0.9357480164726424,308195.2202450222,303236.4310235676,0.016352880835314897,4958.789221454586
n,number_concentration,230.0,0.9660501223284328,318120.6701036869,314757.2255259679,0.010685837543835949,3363.4445777190267
n,number_concentration,230.0,0.9973334940839436,328365.7829306231,322178.9531176597,0.019203084972170565,6186.829812963377
n,number_concentration,230.0,1.103238550881602,363036.5589932945,358637.6420107185,0.012265631008260116,4398.91698257596
n,number_concentration,230.0,1.1389644629482087,374728.2541685757,368809.09246944985,0.01604939200249285,5919.161699125834
n,number_concentration,230.0,1.1758472787433616,386796.4979513495,379269.0190732254,0.019847333949179657,7527.478878124093
n,number_concentration,230.0,1.220389475908742,401368.23363802995,397365.6145833146,0.010072887305341222,4002.619054715382
n,number_concentration,230.0,1.2599090585669872,414294.4618392133,408635.44292614376,0.013848575817473495,5659.018913069565
n,number_concentration,230.0,1.3007083944878688,427637.00024866016,424160.6387228975,0.008195860738586224,3476.3615257626516
n,number_concentration,230.0,1.3428289256174573,441409.2577597787,436190.4103305996,0.01196460835813338,5218.847429179121
n,number_concentration,230.0,1.3936965440960674,458038.5003376881,457002.97614581336,0.0022659025125130058,1035.5241918747197
n,number_concentration,230.0,1.4388282883975343,472789.89271051536,469964.2010336943,0.00601256791603675,2825.691676821036
n,number_concentration,230.0,1.4854215232597132,488016.38104380114,483293.0238571752,0.00977327822555496,4723.357186625944
n,number_concentration,230.0,1.5335235757844483,503733.2685531154,501654.6685761428,0.00414348775597435,2078.5999769726186
n,number_concentration,230.0,1.5916148863697417,522710.54407443403,520713.923192506,0.003834391194471424,1996.6208819280146
n,number_concentration,230.0,1.6431557733600564,539544.8238055367,540497.2918444516,-0.0017622068663184906,952.4680389148416
n,number_concentration,230.0,1.6963656966571408,556921.2863595709,561032.2856360127,-0.007327562747625713,4110.999276441755
n,number_concentration,230.0,1.7512987042674637,574857.3925471243,574260.9852700778,0.001038564855256494,596.40727704647
n,number_concentration,230.0,1.8176395408634591,596514.2576453999,587801.6072274912,0.014822433812326586,8712.650417908677
n,number_concentration,230.0,1.8764997305783524,615725.540147621,615848.2110660254,-0.00019919018388010274,122.67091840447392
n,number_concentration,230.0,1.9372659758424249,635555.5627007203,633314.5024843984,0.003538621344577611,2241.0602163218427
q,mass_concentration,190.0,0.0051619138129195,3.152014727105379e-08,3.244394102114724e-08,-0.02847353684594965,9.237937500934533e-10
q,mass_concentration,190.0,0.0053290708424018,3.2540004494167115e-08,3.3208943609594665e-08,-0.020143342205991805,6.689391154275501e-10
q,mass_concentration,190.0,0.0055016408782841,3.359286036445294e-08,3.4390401565258925e-08,-0.02319080803091454,7.975412008059825e-10
q,mass_concentration,190.0,0.005710048192026,3.4864325256870505e-08,3.5613891658934325e-08,-0.021047023145974526,7.495664020638198e-10
q,mass_concentration,190.0,0.005894955326971,3.599238730019658e-08,3.688090924694498e-08,-0.024091649715008157,8.885219467484038e-10
q,mass_concentration,190.0,0.006085850265767,3.7156949129807554e-08,3.8193002885158334e-08,-0.027126794886122626,1.0360537553507798e-09
q,mass_concentration,190.0,0.0062829269100445,3.8359191801322435e-08,3.909356382652736e-08,-0.018784985386945195,7.343720252049258e-10
q,mass_concentration,190.0,0.0065209300710519,3.9811061391574856e-08,4.09588899566323e-08,-0.028023917793494283,1.1478285650574422e-09
q,mass_concentration,190.0,0.006732095801369,4.1099181134962006e-08,4.1924668337758385e-08,-0.01968977300299654,8.254872027963789e-10
q,mass_concentration,190.0,0.0069500996613969,4.242897965952502e-08,4.341620126721657e-08,-0.02273855332518467,9.872216076915541e-10
q,mass_concentration,190.0,0.0071751630886663,4.3801805517401266e-08,4.4960797716742114e-08,-0.025777838877384336,1.1589921993408477e-09
q,mass_concentration,190.0,0.0074469649925077,4.5459677252948725e-08,4.6560345500614096e-08,-0.023639606532792026,1.1006682476653708e-09
q,mass_concentration,190.0,0.0076881182918307,4.693056527749587e-08,4.7658201793835655e-08,-0.015267813072080721,7.276365163397849e-10
q,mass_concentration,190.0,0.007937080801192,4.8449045813221844e-08,4.993218452701203e-08,-0.029703060818175163,1.483138713790183e-09
q,mass_concentration,190.0,0.0081941054043863,5.001665878100476e-08,5.1109546130064496e-08,-0.021383233305937395,1.0928873490597388e-09
q,mass_concentration,190.0,0.00850450579831,5.1909762336589396e-08,5.29278448569264e-08,-0.019235291425318057,1.0180825203370007e-09
q,mass_concentration,190.0,0.0087799051904701,5.358935150400679e-08,5.481083228698464e-08,-0.02228539016853977,1.2214807829778498e-09
q,mass_concentration,190.0,0.0090642227757622,5.5323286056453644e-08,5.676080981783643e-08,-0.025325991049040018,1.4375237613827883e-09
q,mass_concentration,190.0,0.0093577473499173,5.7113324484175184e-08,5.8780160722749125e-08,-0.028357122846873094,1.6668362385739417e-09
q,mass_concentration,190.0,0.0096607770606698,5.896128216153449e-08,6.016615063910818e-08,-0.020025686615731828,1.2048684775736936e-09
q,mass_concentration,190.0,0.0106866376673664,6.521692302932508e-08,6.72092655899111e-08,-0.029643867450399545,1.992342560586024e-09
q,mass_concentration,190.0,0.0110327005177689,6.732708425154923e-08,6.879400716339685e-08,-0.02132341133092368,1.4669229118476213e-09
q,mass_concentration,190.0,0.0114506295555044,6.987538811188348e-08,7.16577484117214e-08,-0.024873238963594984,1.7823602998379153e-09
q,mass_concentration,190.0,0.0118214325738365,7.213628090647274e-08,7.377597874547602e-08,-0.022225362060734798,1.6396978390032795e-09
q,mass_concentration,190.0,0.0122042432182766,7.44703282375235e-08,7.595682477462004e-08,-0.019570282742956812,1.4864965370965411e-09
q,mass_concentration,190.0,0.0125994503289303,7.687989717155507e-08,7.865910269023083e-08,-0.022619194191452856,1.7792055186757628e-09
q,mass_concentration,190.0,0.0130767293181936,7.978977647736803e-08,8.145751819393677e-08,-0.020473760477186662,1.6677417165687362e-09
q,mass_concentration,190.0,0.0135001899390786,8.237146435785422e-08,8.435549152456353e-08,-0.023519834107440185,1.9840271667093107e-09
q,mass_concentration,190.0,0.0139373633847133,8.503668676137598e-08,8.735656460106044e-08,-0.02655642252278198,2.3198778396844607e-09
q,mass_concentration,190.0,0.0143886937142461,8.778814671815254e-08,8.941636362467862e-08,-0.018209384060399278,1.6282169065260888e-09
q,mass_concentration,190.0,0.0149337509201931,9.111090546316652e-08,9.368281219580888e-08,-0.02745334680247163,2.57190673264236e-09
q,mass_concentration,190.0,0.0154173470307288,9.405890636212417e-08,9.589177915750177e-08,-0.019113972141106182,1.8328727953775954e-09
q,mass_concentration,190.0,0.0159166033192985,9.710229465905112e-08,9.930327296170977e-08,-0.0221642070499259,2.2009783026586435e-09
q,mass_concentration,190.0,0.0164320269057295,1.0024415667497315e-07,1.0283613577250437e-07,-0.025204944527138114,2.591979097531216e-09
q,mass_concentration,190.0,0.01696414133179,1.0348767872534716e-07,1.0649468547425077e-07,-0.028236214187708573,3.0070067489036016e-09
q,mass_concentration,190.0,0.0176067589077303,1.0740466933017324e-07,1.0900574632196325e-07,-0.014688005410843384,1.6010769917900177e-09
q,mass_concentration,190.0,0.0181769144013113,1.1087988171624991e-07,1.1420689062919997e-07,-0.029131420132538163,3.3270089129500602e-09
q,mass_concentration,190.0,0.0187655331048768,1.1446754037453489e-07,1.168997992031898e-07,-0.02080635591535341,2.432258828654914e-09
q,mass_concentration,190.0,0.0193732129081724,1.1817128397908165e-07,1.210586848156867e-07,-0.023851249012007362,2.8874008366050582e-09
q,mass_concentration,190.0,0.0201070883737048,1.2264405420379298e-07,1.253655290188373e-07,-0.0217083183578748,2.721474815044312e-09
q,mass_concentration,190.0,0.020758211442764,1.2661236278470573e-07,1.298255956613237e-07,-0.024750380387241463,3.2132328766179667e-09
q,mass_concentration,190.0,0.0214304196755814,1.3070907307066553e-07,1.3444433586113566e-07,-0.02778296881415805,3.735262790470123e-09
q,mass_concentration,190.0,0.0221243958680091,1.3493833951201397e-07,1.376144274621783e-07,-0.01944627463497476,2.676087950164332e-09
q,mass_concentration,190.0,0.0229624887230362,1.4004574976054114e-07,1.4251026703029994e-07,-0.017293612040140283,2.464517269758802e-09
q,mass_concentration,190.0,0.0237060775436898,1.4457712099974692e-07,1.475802834308861e-07,-0.020349347225272176,3.0031624311391837e-09
q,mass_concentration,190.0,0.0244737458245826,1.4925511279257667e-07,1.528306732658769e-07,-0.023395568421529376,3.5755604733002234e-09
q,mass_concentration,190.0,0.0252662733251588,1.5408446936636478e-07,1.5826785359061714e-07,-0.026432305293488705,4.183384224252365e-09
q,mass_concentration,190.0,0.0260844650556274,1.5907008867674543e-07,1.6389846975681513e-07,-0.029459586091522594,4.828381080069708e-09
q,mass_concentration,190.0,0.027072569043675,1.650908977377204e-07,1.697294035345289e-07,-0.02732882871331638,4.638505796808496e-09
q,mass_concentration,190.0,0.0279492536195527,1.7043265015781373e-07,1.7576778152310438e-07,-0.0303532952345385,5.335131365290648e-09
q,mass_concentration,190.0,0.0288543276639119,1.759472451102933e-07,1.7991224744181598e-07,-0.02203853482962565,3.96500233152269e-09
q,mass_concentration,190.0,0.0297887105061704,1.8164027510618217e-07,1.863128953684835e-07,-0.025079424873195044,4.672620262301331e-09
q,mass_concentration,190.0,0.0309171347842674,1.8851537830045226e-07,1.9294125594097486e-07,-0.022938990517800812,4.425877640522602e-09
q,mass_concentration,190.0,0.0319183170197608,1.9461507414734715e-07,2.045166851336143e-07,-0.04841468548054288,9.901610986267157e-09
q,mass_concentration,190.0,0.0329519203018895,2.0091213726142927e-07,2.1427507703963166e-07,-0.06236348138486877,1.336293977820239e-08
q,mass_concentration,190.0,0.0340189945137092,2.0741295388155295e-07,2.1427507703963166e-07,-0.032024831132411696,6.86212315807871e-09
q,mass_concentration,190.0,0.0353076659155064,2.1526356947415842e-07,2.2189823414589697e-07,-0.02989958301054482,6.634664671738557e-09
q,mass_concentration,190.0,0.03645102567824,2.222287547943636e-07,2.2845763045673017e-07,-0.027264905312700084,6.228875662366575e-09
q,mass_concentration,190.0,0.0376314105887181,2.2941931228174665e-07,2.3521092502064362e-07,-0.024623060082726397,5.791612738896961e-09
q,mass_concentration,190.0,0.0388500196235099,2.3684253462372132e-07,2.435789063057966e-07,-0.027655808888550574,6.736371682075277e-09
q,mass_concentration,190.0,0.0403216947850995,2.458070804215063e-07,2.5224459107042244e-07,-0.025520906599416023,6.43751064891614e-09
q,mass_concentration,190.0,0.0416274226543059,2.537605617497319e-07,2.612185705621192e-07,-0.028550836934519357,7.458008812387303e-09
q,mass_concentration,190.0,0.0429754335991,2.619713942774511e-07,2.6737789881697884e-07,-0.020220461614250836,5.4065045395277645e-09
q,mass_concentration,190.0,0.0443670968622798,2.704479051077016e-07,2.768902684195707e-07,-0.02326684628044428,6.442363311869106e-09
q,mass_concentration,190.0,0.045803826026508,2.7919869068396743e-07,2.834191229726845e-07,-0.014891134530551119,4.220432288717056e-09
q,mass_concentration,190.0,0.0475389178931847,2.8976644940324636e-07,2.969422977386964e-07,-0.024165800527901418,7.17584833545005e-09
q,mass_concentration,190.0,0.0490783593848153,2.9914232669986615e-07,3.057200251497081e-07,-0.02151543212329947,6.577698449841951e-09
q,mass_concentration,190.0,0.0506676522447811,3.0882157996337e-07,3.147572255259679e-07,-0.018857853231738435,5.9356455625978976e-09
q,mass_concentration,190.0,0.0523084107981076,3.188140257815224e-07,3.2595518570718325e-07,-0.021908410231816385,7.141159925660864e-09
q,mass_concentration,190.0,0.0542899024333708,3.3088125854788385e-07,3.375515301097944e-07,-0.01976075048375856,6.670271561910563e-09
q,mass_concentration,190.0,0.0560479594545739,3.415874922773426e-07,3.4956043184973534e-07,-0.022808472715870897,7.972939572392736e-09
q,mass_concentration,190.0,0.0578629472189035,3.526401492327477e-07,3.619965682727857e-07,-0.02584670646100552,9.356419040038036e-09
q,mass_concentration,190.0,0.059736709301098,3.6405043913474673e-07,3.705321623782385e-07,-0.017493011138059476,6.481723243491789e-09
q,mass_concentration,190.0,0.061999591846988,3.7782991064908075e-07,3.882118839711669e-07,-0.026743059011705175,1.0381973322086159e-08
q,mass_concentration,190.0,0.0640073099100678,3.9005527004098484e-07,3.973656145833146e-07,-0.01839702348175121,7.31034454232974e-09
q,mass_concentration,190.0,0.0660800434305197,4.026762081121795e-07,4.115024920515048e-07,-0.021448919775242905,8.826283939325257e-09
q,mass_concentration,190.0,0.0682198977884642,4.15705524374058e-07,4.2614231012959206e-07,-0.0244913154771236,1.0436785755534083e-08
q,mass_concentration,190.0,0.0708041314664494,4.3144019093645994e-07,4.413029616837804e-07,-0.02234920588270989,9.86277074732044e-09
q,mass_concentration,190.0,0.0730969648456868,4.454002304636275e-07,4.570029761458134e-07,-0.02538877488290993,1.1602745682185913e-08
q,mass_concentration,190.0,0.0754640465038884,4.598119783294495e-07,4.677787465570541e-07,-0.017031060701756154,7.966768227604595e-09
q,mass_concentration,190.0,0.0779077808054444,4.746900507483514e-07,4.844206767583744e-07,-0.02008714011783735,9.730626010023063e-09
q,mass_concentration,190.0,0.0804306499747057,4.900495379535017e-07,5.016546685761427e-07,-0.023133704019101614,1.1605130622641001e-08
q,mass_concentration,190.0,0.0834774383919411,5.085982028939689e-07,5.195017854899771e-07,-0.02098853728813331,1.0903582596008217e-08
q,mass_concentration,190.0,0.0861806684604996,5.250548658676476e-07,5.379838403443687e-07,-0.024032272918169936,1.292897447672103e-08
q,mass_concentration,190.0,0.0889714365865779,5.420440231137344e-07,5.571234220084488e-07,-0.027066531937129275,1.507939889471443e-08
q,mass_concentration,190.0,0.0918525774943097,5.595829039579496e-07,5.702599537153503e-07,-0.01872312738749708,1.0677049757400691e-08
q,mass_concentration,190.0,0.095332039232974,5.807634837805065e-07,5.905478065008585e-07,-0.016568214482628567,9.784322720352056e-09
q,mass_concentration,190.0,0.0984191540260945,5.995552244562433e-07,6.115574300647029e-07,-0.01962563942226934,1.200220560845956e-08
q,mass_concentration,190.0,0.1088701076528799,6.631684843616629e-07,6.791783063823424e-07,-0.02357234009130254,1.6009822020679448e-08
q,mass_concentration,190.0,0.1123956225014869,6.846266363051294e-07,6.992550757826469e-07,-0.020920033309939932,1.4628439477517545e-08
q,mass_concentration,190.0,0.1160353032604223,7.067791185698388e-07,7.199253221326218e-07,-0.018260510026012488,1.314620356278301e-08
q,mass_concentration,190.0,0.1197928469372556,7.29648399500758e-07,7.455377447774648e-07,-0.021312596696830607,1.5889345276706736e-08
q,mass_concentration,190.0,0.1243307122738017,7.572661644257864e-07,7.7206136775597e-07,-0.0191632478298798,1.4795203330183623e-08
q,mass_concentration,190.0,0.1283568842112516,7.81769077329612e-07,7.99528608386075e-07,-0.02221250230471719,1.775953105646302e-08
q,mass_concentration,190.0,0.1325134347186739,8.070648442006789e-07,8.279730372804044e-07,-0.025252263223934795,2.090819307972555e-08
q,mass_concentration,190.0,0.1368045858143461,8.331791184094898e-07,8.474959896945782e-07,-0.016893143400298533,1.4316871285088437e-08
q,mass_concentration,190.0,0.1412346962371609,8.60138385115771e-07,8.776469300915197e-07,-0.019949417442755663,1.7508544975748724e-08
q,mass_concentration,190.0,0.1465847989249109,8.926953671844217e-07,9.08870535395282e-07,-0.017796999221484734,1.6175168210860248e-08
q,mass_concentration,190.0,0.1513316196669052,9.215804334411851e-07,9.412049672680672e-07,-0.02085043588735413,1.962453382688208e-08
q,mass_concentration,190.0,0.1562321555780159,9.514001492671426e-07,9.74689745030414e-07,-0.0238943683177303,2.3289595763271347e-08
q,mass_concentration,190.0,0.1612913843800699,9.821847591269977e-07,1.0093657939619367e-06,-0.026928825008274412,2.718103483493896e-08
q,mass_concentration,190.0,0.167401253215938,1.019361365121592e-06,1.0392030312463128e-06,-0.01909315651333757,1.9841666124720684e-08
q,mass_concentration,190.0,0.1728221682550773,1.0523450353858435e-06,1.0824627381404804e-06,-0.02782331593822332,3.011770275463688e-08
q,mass_concentration,190.0,0.1784186274989165,1.086395979318283e-06,1.107986357359107e-06,-0.019486140688848193,2.159037804082399e-08
q,mass_concentration,190.0,0.1841963155537594,1.1215487309159238e-06,1.147404633112121e-06,-0.022534249426959373,2.5855902196197347e-08
q,mass_concentration,190.0,0.1911738446537124,1.1640004631170403e-06,1.1882252731208176e-06,-0.02038738827709996,2.4224810003777257e-08
q,mass_concentration,190.0,0.1973645818773852,1.2016643131141577e-06,1.2233496647273878e-06,-0.017726208817053526,2.1685351613230097e-08
q,mass_concentration,190.0,0.2037557922747915,1.240546876971638e-06,1.2668721630923705e-06,-0.020779749439338604,2.6325286120732368e-08
q,mass_concentration,190.0,0.2103539677211208,1.2806875894795111e-06,1.304321386719004e-06,-0.01811961183810931,2.3633797239492812e-08
q,mass_concentration,190.0,0.21832237320552,1.3291629683964587e-06,1.358617380079985e-06,-0.021679695928659707,2.9454411683526368e-08
q,mass_concentration,190.0,0.2253922547837882,1.3721710941491512e-06,1.398778627261747e-06,-0.01902197573942265,2.6607533112595874e-08
q,mass_concentration,190.0,0.2326910786587019,1.4165708638171566e-06,1.4485422739714838e-06,-0.022071437422858806,3.19714101543272e-08
q,mass_concentration,190.0,0.2402262586142986,1.4624073095429607e-06,1.49136173526439e-06,-0.019414757021572727,2.89544257214292e-08
q,mass_concentration,190.0,0.2480054485134242,1.509726920258159e-06,1.5354469561408171e-06,-0.016750846246947296,2.5720035882658057e-08
q,mass_concentration,190.0,0.257400127384969,1.5668717982764484e-06,1.6087098937790572e-06,-0.02600723453271364,4.183809550260879e-08
q,mass_concentration,190.0,0.2657354545991424,1.617571645412625e-06,1.646642006650295e-06,-0.01765432991522356,2.9070361237670054e-08
q,mass_concentration,190.0,0.2743407027355516,1.6699120278653926e-06,1.7052237646778491e-06,-0.020707978356803887,3.531173681245655e-08
q,mass_concentration,190.0,0.2832246125793375,1.7239460287326837e-06,1.7658896565728332e-06,-0.023752122724107212,4.194362784014947e-08
q,mass_concentration,190.0,0.2939534264003636,1.7891994533375443e-06,1.828713828522116e-06,-0.021607741226797275,3.9514375184571605e-08
q,mass_concentration,190.0,0.3034724504182109,1.8470933357080091e-06,1.8827713057550803e-06,-0.018949709897327447,3.5677970047071163e-08
